n,fun,fft_val
102,-4.938442e-01,-2.754080e-15
103,-4.755283e-01,4.273734e-15
104,-4.455033e-01,-7.899129e-16
105,-4.045085e-01,3.323833e-15
106,-3.535534e-01,-4.080013e-15
107,-2.938926e-01,5.131571e-16
108,-2.269952e-01,-3.456961e-15
109,-1.545085e-01,3.178870e-16
110,-7.821723e-02,-2.434289e-15
111,5.514005e-16,-1.772061e-15
112,7.821723e-02,-7.330631e-17
113,1.545085e-01,1.212690e-15
114,2.269952e-01,-8.488517e-15
115,2.938926e-01,-3.235575e-15
116,3.535534e-01,2.702523e-15
117,4.045085e-01,-1.084581e-15
118,4.455033e-01,-3.514326e-15
119,4.755283e-01,-6.913157e-15
120,4.938442e-01,7.347151e-15
121,5.000000e-01,-2.237637e-15
122,4.938442e-01,1.245274e-16
123,4.755283e-01,4.249065e-15
124,4.455033e-01,-7.308629e-16
125,4.045085e-01,-3.972667e-15
126,3.535534e-01,6.921608e-15
127,2.938926e-01,-2.556950e-16
128,2.269952e-01,3.246707e-15
129,1.545085e-01,4.591211e-15
130,7.821723e-02,8.299513e-17
131,1.286189e-15,9.318755e-16
132,-7.821723e-02,2.621328e-15
133,-1.545085e-01,4.128820e-15
134,-2.269952e-01,2.942707e-15
135,-2.938926e-01,8.667052e-15
136,-3.535534e-01,-9.120585e-15
137,-4.045085e-01,1.048911e-14
138,-4.455033e-01,-8.775915e-15
139,-4.755283e-01,-1.847637e-15
140,-4.938442e-01,-6.762891e-15
141,-5.000000e-01,1.101282e-15
142,-4.938442e-01,-5.970766e-15
143,-4.755283e-01,-4.446842e-15
144,-4.455033e-01,-7.684238e-15
145,-4.045085e-01,-5.169483e-15
146,-3.535534e-01,1.166035e-15
147,-2.938926e-01,-1.220888e-14
148,-2.269952e-01,4.457817e-16
149,-1.545085e-01,-1.106118e-15
150,-7.821723e-02,-2.561403e-15
151,-1.347421e-15,3.471898e-15
152,7.821723e-02,-4.761573e-15
153,1.545085e-01,-6.806454e-15
154,2.269952e-01,3.574430e-17
155,2.938926e-01,-1.001752e-14
156,3.535534e-01,3.036256e-15
157,4.045085e-01,-9.474697e-15
158,4.455033e-01,1.086628e-14
159,4.755283e-01,-2.981906e-15
160,4.938442e-01,1.244753e-15
161,5.000000e-01,3.662870e-15
162,4.938442e-01,4.730419e-15
163,4.755283e-01,-9.921745e-16
164,4.455033e-01,5.296566e-15
165,4.045085e-01,1.534765e-15
166,3.535534e-01,-2.332064e-15
167,2.938926e-01,7.298670e-15
168,2.269952e-01,-3.393121e-15
169,1.545085e-01,-3.419087e-15
170,7.821723e-02,5.945273e-15
171,1.408653e-15,-7.554215e-15
172,-7.821723e-02,4.567868e-15
173,-1.545085e-01,6.110415e-15
174,-2.269952e-01,-3.547422e-15
175,-2.938926e-01,-2.570671e-16
176,-3.535534e-01,1.013410e-14
177,-4.045085e-01,1.035347e-16
178,-4.455033e-01,-1.491674e-15
179,-4.755283e-01,6.522428e-15
180,-4.938442e-01,-1.543507e-15
181,-5.000000e-01,-5.343409e-15
182,-4.938442e-01,-6.130062e-16
183,-4.755283e-01,9.772566e-16
184,-4.455033e-01,2.677804e-15
185,-4.045085e-01,6.471962e-15
186,-3.535534e-01,9.059503e-18
187,-2.938926e-01,3.712152e-16
188,-2.269952e-01,8.530360e-16
189,-1.545085e-01,1.487043e-15
190,-7.821723e-02,0.000000e+00
191,3.064712e-16,7.649427e-15
192,7.821723e-02,-2.139735e-15
193,1.545085e-01,-2.109454e-15
194,2.269952e-01,-8.057471e-16
195,2.938926e-01,-2.521743e-15
196,3.535534e-01,-5.506041e-15
197,4.045085e-01,1.734069e-15
198,4.455033e-01,7.727818e-16
199,4.755283e-01,-3.146092e-15
200,4.938442e-01,4.218847e-15
